timestamp,src_ip,dst_ip,src_port,dst_port,protocol,action,bytes,attack,info,label
2025-11-20T07:42:22.388065+00:00,172.16.100.227,74.207.197.7,15954,19110,TCP,DENY,2990,,,0
2025-11-20T07:42:33.264065+00:00,172.16.165.121,108.54.25.231,8676,61285,ICMP,ALLOW,7968,,,0
2025-11-20T07:42:32.343065+00:00,172.16.168.34,245.224.149.234,21330,12142,TCP,ALLOW,5795,,,0
2025-11-20T07:42:33.139065+00:00,10.219.50,94.159.135.111,17110,8080,ICMP,DENY,2302,,,0
2025-11-20T07:42:43.225065+00:00,70.171.157.130,53.167.161.92,51342,1433,TCP,ALLOW,4822,,,0
2025-11-20T07:42:52.514065+00:00,10.135.234,133.148.197.84,13924,22,ICMP,ALLOW,6944,,,0
2025-11-20T07:42:52.566065+00:00,121.50.71.80,52.118.63.158,8630,3389,TCP,ALLOW,7458,,,0
2025-11-20T07:43:02.512065+00:00,209.145.14.233,184.152.134.119,29270,1433,UDP,ALLOW,3339,,,0
2025-11-20T07:43:03.127065+00:00,104.103.232.142,21.251.178.121,54156,53,UDP,ALLOW,521,,,0
2025-11-20T07:43:12.967065+00:00,172.16.197.218,100.233.75.242,8073,1433,UDP,ALLOW,4357,,,0
2025-11-20T07:43:13.190065+00:00,192.168.238.72,170.120.83.46,60668,1433,UDP,ALLOW,8039,,,0
2025-11-20T07:43:22.480065+00:00,192.168.138.215,10.141.21.9,58659,443,ICMP,ALLOW,8357,,,0
2025-11-20T07:43:22.622065+00:00,192.168.8.237,2.48.20.186,25960,3306,TCP,ALLOW,9486,,,0
2025-11-20T07:43:32.933065+00:00,140.153.102.239,228.176.50.63,1627,3389,TCP,DENY,5264,,,0
2025-11-20T07:43:32.759065+00:00,192.168.83.126,215.150.169.41,14027,3306,UDP,ALLOW,3854,,,0
2025-11-20T07:43:42.937065+00:00,192.168.134.87,60.240.46.177,52163,8080,UDP,ALLOW,1553,,,0
2025-11-20T07:43:43.099065+00:00,192.168.232.35,15.148.7.41,40132,1433,ICMP,ALLOW,5818,,,0
2025-11-20T07:43:43.204065+00:00,145.185.213.95,171.237.12.148,50505,36455,TCP,ALLOW,151,,,0
2025-11-20T07:43:52.862065+00:00,192.168.48.103,68.66.73.224,32736,1433,TCP,DENY,4319,,,0
2025-11-20T07:43:53.141065+00:00,109.108.204.163,244.146.24.147,58504,8080,TCP,ALLOW,2645,,,0
2025-11-20T07:43:52.476065+00:00,192.168.243.224,163.122.107.109,21033,61984,UDP,ALLOW,2450,,,0
2025-11-20T07:44:03.048065+00:00,139.90.226.102,138.151.223.237,10970,27999,UDP,ALLOW,10167,,,0
2025-11-20T07:44:02.736065+00:00,172.16.26.162,178.144.78.72,26076,63114,ICMP,ALLOW,7344,,,0
2025-11-20T07:44:12.702065+00:00,172.16.51.27,240.141.82.92,10622,80,TCP,ALLOW,7021,,,0
2025-11-20T07:44:12.833065+00:00,10.143.72,30.234.1.76,52867,443,UDP,ALLOW,150,,,0
2025-11-20T07:44:12.349065+00:00,192.168.250.38,130.152.210.52,15441,22,TCP,ALLOW,3460,,,0
2025-11-20T07:44:22.995065+00:00,10.95.97,110.95.89.247,23554,443,TCP,ALLOW,11653,,,0
2025-11-20T07:44:22.998065+00:00,99.219.43.104,177.170.240.13,37149,8080,ICMP,ALLOW,3233,,,0
2025-11-20T07:44:23.171065+00:00,172.16.214.219,120.108.33.163,28722,53,UDP,ALLOW,1789,,,0
2025-11-20T07:44:32.613065+00:00,159.189.228.126,137.236.125.145,55996,53,TCP,ALLOW,11978,,,0
2025-11-20T07:44:42.833065+00:00,192.168.26.117,39.96.60.67,43128,22,UDP,ALLOW,8579,,,0
2025-11-20T07:44:52.730065+00:00,172.16.214.219,27.27.69.159,41256,11791,TCP,ALLOW,3095,,,0
2025-11-20T07:44:52.774065+00:00,192.168.202.134,113.118.215.97,51408,22386,UDP,DENY,2960,,,0
2025-11-20T07:45:03.075065+00:00,192.168.250.54,12.114.95.83,34939,1433,ICMP,ALLOW,5383,,,0
2025-11-20T07:45:03.046065+00:00,181.55.136.85,197.135.150.35,63049,64075,UDP,ALLOW,2032,,,0
2025-11-20T07:45:12.758065+00:00,232.28.227.66,157.208.40.67,21712,3389,TCP,ALLOW,11260,,,0
2025-11-20T07:45:12.372065+00:00,172.16.130.68,26.122.215.169,36239,27220,UDP,ALLOW,8131,,,0
2025-11-20T07:45:23.002065+00:00,172.16.150.178,14.112.218.141,14493,14068,ICMP,ALLOW,7194,,,0
2025-11-20T07:45:22.474065+00:00,172.16.177.140,114.129.89.208,20295,3306,UDP,ALLOW,11144,,,0
2025-11-20T07:45:22.724065+00:00,12.74.191.220,27.232.84.170,41640,1837,UDP,ALLOW,5981,,,0
2025-11-20T07:45:32.998065+00:00,192.168.136.53,151.92.84.149,56890,22,UDP,ALLOW,6921,,,0
2025-11-20T07:45:42.592065+00:00,10.216.105,31.16.112.211,34916,3389,ICMP,ALLOW,3518,,,0
2025-11-20T07:45:42.565065+00:00,10.177.116,247.172.137.32,43323,53,TCP,DENY,8853,,,0
2025-11-20T07:45:52.463065+00:00,240.223.26.101,78.126.161.70,51747,29075,TCP,ALLOW,9500,,,0
2025-11-20T07:45:52.917065+00:00,192.168.128.157,60.5.76.140,4586,8080,UDP,ALLOW,7931,,,0
2025-11-20T07:46:03.015065+00:00,192.168.71.176,49.197.220.61,31125,3306,UDP,ALLOW,2868,,,0
2025-11-20T07:46:12.407065+00:00,172.16.46.57,233.214.234.3,43622,22,ICMP,ALLOW,7504,,,0
2025-11-20T07:46:12.664065+00:00,172.16.19.80,152.42.87.138,39040,3306,TCP,ALLOW,2206,,,0
2025-11-20T07:46:12.991065+00:00,10.190.84,250.171.191.43,58401,23673,ICMP,ALLOW,554,,,0
2025-11-20T07:46:22.392065+00:00,10.77.204,80.113.82.241,21396,443,UDP,ALLOW,6717,,,0
2025-11-20T07:46:22.663065+00:00,220.168.221.72,242.64.69.183,55596,28345,TCP,ALLOW,11499,,,0
2025-11-20T07:46:32.872065+00:00,187.41.35.68,118.154.116.121,58660,443,TCP,ALLOW,4526,,,0
2025-11-20T07:46:43.107065+00:00,192.168.187.71,102.203.231.68,14457,22,UDP,ALLOW,4111,,,0
2025-11-20T07:46:42.487065+00:00,143.88.4.200,137.248.110.242,32047,8080,TCP,ALLOW,9171,,,0
2025-11-20T07:46:42.988065+00:00,172.16.151.10,16.65.35.217,57524,13113,TCP,ALLOW,221,,,0
2025-11-20T07:46:52.723065+00:00,10.156.65,14.44.135.242,42579,53,ICMP,DENY,7051,,,0
2025-11-20T07:47:03.143065+00:00,10.87.133,86.172.102.4,33378,443,TCP,ALLOW,9929,,,0
2025-11-20T07:47:02.349065+00:00,172.16.198.194,54.58.89.128,1169,8080,TCP,ALLOW,7056,,,0
2025-11-20T07:47:12.935065+00:00,192.168.111.74,177.129.182.253,35031,1433,TCP,ALLOW,10137,,,0
2025-11-20T07:47:12.564065+00:00,251.229.172.241,29.222.98.14,45523,53841,UDP,ALLOW,8386,,,0
2025-11-20T07:47:22.714065+00:00,192.168.1.253,57.202.112.233,48758,22,UDP,ALLOW,10572,,,0
2025-11-20T07:47:23.251065+00:00,172.16.21.23,89.176.181.99,2816,443,TCP,ALLOW,5371,,,0
2025-11-20T07:47:32.993065+00:00,241.254.211.212,178.116.108.14,38958,1433,TCP,ALLOW,11381,,,0
2025-11-20T07:47:32.923065+00:00,192.168.191.69,197.12.190.26,19052,1433,TCP,ALLOW,842,,,0
2025-11-20T07:47:42.693065+00:00,191.206.46.235,78.122.97.51,23019,36515,UDP,DENY,4196,,,0
2025-11-20T07:47:43.305065+00:00,10.12.92,21.60.105.219,37510,13671,ICMP,ALLOW,7503,,,0
2025-11-20T07:47:53.072065+00:00,10.175.253,90.132.73.38,64899,22,TCP,ALLOW,6147,,,0
2025-11-20T07:47:52.425065+00:00,172.16.215.110,162.107.77.206,26732,3389,TCP,ALLOW,5057,,,0
2025-11-20T07:47:53.064065+00:00,10.41.229,213.220.241.153,58645,61774,TCP,ALLOW,8083,,,0
2025-11-20T07:48:02.600065+00:00,10.179.125,35.128.156.76,54766,50164,UDP,ALLOW,8724,,,0
2025-11-20T07:48:03.149065+00:00,230.231.151.153,118.44.56.188,6534,3389,TCP,ALLOW,7672,,,0
2025-11-20T07:48:12.747065+00:00,212.47.50.245,158.251.189.88,52460,1433,ICMP,ALLOW,2506,,,0
2025-11-20T07:48:12.655065+00:00,38.92.42.26,221.102.203.138,62555,22,TCP,ALLOW,8768,,,0
2025-11-20T07:48:23.066065+00:00,192.168.45.19,18.238.114.102,49488,80,UDP,DENY,4399,,,0
2025-11-20T07:48:23.065065+00:00,172.16.192.126,45.164.48.194,33459,80,UDP,ALLOW,7689,,,0
2025-11-20T07:48:23.007065+00:00,172.16.203.65,129.163.132.62,49341,59504,UDP,ALLOW,1574,,,0
2025-11-20T07:48:33.188065+00:00,240.160.122.224,76.55.244.156,59063,53,ICMP,ALLOW,2276,,,0
2025-11-20T07:48:32.901065+00:00,10.203.13,176.130.165.223,28371,3306,UDP,DENY,10916,,,0
2025-11-20T07:48:32.725065+00:00,192.122.12.101,60.191.79.163,54580,3306,TCP,DENY,2434,,,0
2025-11-20T07:48:42.561065+00:00,192.168.194.149,214.152.80.28,44395,15137,UDP,ALLOW,5426,,,0
2025-11-20T07:48:52.959065+00:00,146.234.48.4,144.36.185.188,35834,1433,TCP,ALLOW,63,syn_flood,SYN flood-like pattern (many small SYNs),1
2025-11-20T07:48:52.524065+00:00,164.242.59.77,241.83.20.241,47515,47357,UDP,ALLOW,5817,,,0
2025-11-20T07:49:02.695065+00:00,10.238.89,80.220.150.161,45739,53,TCP,DENY,6054,,,0
2025-11-20T07:49:13.294065+00:00,166.198.156.88,29.180.242.236,27260,8080,TCP,ALLOW,3948,,,0
2025-11-20T07:49:12.463065+00:00,10.37.73,47.76.162.79,25041,8080,ICMP,ALLOW,4452,,,0
2025-11-20T07:49:22.685065+00:00,10.73.141,246.40.79.59,1892,53,TCP,ALLOW,809,,,0
2025-11-20T07:49:32.729065+00:00,172.16.252.13,171.140.231.42,24206,8080,TCP,ALLOW,11407,,,0
2025-11-20T07:49:42.897065+00:00,192.168.19.90,165.208.107.77,64784,8080,ICMP,ALLOW,8875,,,0
2025-11-20T07:49:42.705065+00:00,192.168.46.156,111.21.18.250,4769,80,ICMP,ALLOW,4465,,,0
2025-11-20T07:49:52.928065+00:00,64.7.38.232,118.237.201.10,36161,3389,ICMP,ALLOW,1209,,,0
2025-11-20T07:50:03.162065+00:00,10.241.110,173.237.47.56,51856,41952,ICMP,ALLOW,2113,,,0
2025-11-20T07:50:02.824065+00:00,192.168.222.228,226.249.21.52,61485,53,ICMP,ALLOW,5755,,,0
2025-11-20T07:50:12.741065+00:00,10.231.20,250.62.35.101,43876,51240,UDP,ALLOW,670,,,0
2025-11-20T07:50:22.579065+00:00,192.168.79.208,161.246.71.136,33996,45662,TCP,ALLOW,6874,,,0
2025-11-20T07:50:22.959065+00:00,10.203.46,127.229.227.231,28671,80,ICMP,ALLOW,7146,,,0
2025-11-20T07:50:23.016065+00:00,172.16.18.173,154.184.76.4,41014,80,UDP,ALLOW,11961,,,0
2025-11-20T07:50:32.721065+00:00,172.16.245.197,114.201.106.92,39780,80,TCP,ALLOW,2274,,,0
2025-11-20T07:50:32.922065+00:00,10.199.242,31.124.47.172,23875,53,UDP,ALLOW,586,,,0
2025-11-20T07:50:42.712065+00:00,172.16.198.193,156.103.165.107,45594,8080,ICMP,DENY,10489,,,0
2025-11-20T07:50:52.783065+00:00,153.145.70.147,67.180.21.35,54574,443,UDP,ALLOW,9689,,,0
2025-11-20T07:50:52.982065+00:00,165.196.47.146,206.58.2.249,30621,3389,ICMP,ALLOW,7133,,,0
2025-11-20T07:51:03.003065+00:00,172.16.243.36,196.156.242.253,38190,1461,TCP,ALLOW,2115,,,0
2025-11-20T07:51:12.755065+00:00,39.56.108.102,72.28.127.135,14330,3306,TCP,ALLOW,6554,,,0
2025-11-20T07:51:12.635065+00:00,172.16.191.78,170.60.75.1,29242,80,ICMP,ALLOW,10213,,,0
2025-11-20T07:51:22.809065+00:00,192.168.11.204,231.198.196.51,23876,53,UDP,ALLOW,10717,,,0
2025-11-20T07:51:22.509065+00:00,10.157.118,237.64.139.206,28729,6932,UDP,ALLOW,3338,,,0
2025-11-20T07:51:32.830065+00:00,172.16.130.41,111.138.2.144,32870,22,ICMP,ALLOW,8575,,,0
2025-11-20T07:51:32.974065+00:00,192.168.96.134,122.71.13.164,32947,22,ICMP,ALLOW,433,,,0
2025-11-20T07:51:42.432065+00:00,132.12.72.157,245.212.241.171,54625,26539,UDP,DENY,1807,,,0
2025-11-20T07:51:43.124065+00:00,192.168.50.154,67.205.184.250,60810,1433,TCP,ALLOW,8360,,,0
2025-11-20T07:51:42.622065+00:00,192.168.23.234,221.166.24.14,2072,3389,UDP,ALLOW,536,,,0
2025-11-20T07:51:52.662065+00:00,91.130.93.83,225.45.142.242,30287,3389,ICMP,ALLOW,11364,,,0
2025-11-20T07:51:52.485065+00:00,192.168.78.235,138.40.1.220,20967,1433,UDP,ALLOW,9153,,,0
2025-11-20T07:52:02.790065+00:00,10.238.160,209.165.41.44,53343,80,UDP,ALLOW,953,,,0
2025-11-20T07:52:12.600065+00:00,10.49.108,213.67.223.172,24137,1433,TCP,ALLOW,10375,,,0
2025-11-20T07:52:12.428065+00:00,160.159.233.244,145.156.230.125,50245,8080,ICMP,ALLOW,7781,,,0
2025-11-20T07:52:12.382065+00:00,98.96.59.205,244.75.145.231,19501,3389,TCP,ALLOW,9289,,,0
2025-11-20T07:52:22.385065+00:00,99.76.44.90,232.236.47.38,43428,53,TCP,ALLOW,11209,,,0
2025-11-20T07:52:23.202065+00:00,172.16.192.244,74.36.1.94,60131,1433,UDP,ALLOW,10466,,,0
2025-11-20T07:52:22.643065+00:00,10.91.227,146.134.77.63,11377,443,UDP,ALLOW,9531,,,0
2025-11-20T07:52:32.999065+00:00,172.16.126.220,129.195.143.54,47195,18611,UDP,ALLOW,11564,,,0
2025-11-20T07:52:42.637065+00:00,172.16.1.214,155.63.16.169,10637,1433,ICMP,DENY,2032,,,0
2025-11-20T07:52:42.800065+00:00,10.76.14,109.251.15.188,6668,22,TCP,ALLOW,950,,,0
2025-11-20T07:52:52.767065+00:00,10.108.196,150.162.46.225,7408,443,ICMP,ALLOW,5257,,,0
2025-11-20T07:52:52.760065+00:00,10.68.184,33.164.238.209,39694,22,TCP,ALLOW,2343,,,0
2025-11-20T07:52:52.618065+00:00,10.82.187,225.114.209.199,53871,1433,UDP,DENY,9161,,,0
2025-11-20T07:53:02.695065+00:00,10.205.110,145.150.74.146,14746,10669,TCP,ALLOW,8058,,,0
2025-11-20T07:53:03.044065+00:00,172.16.38.116,47.210.157.77,50591,53,UDP,ALLOW,6345,,,0
2025-11-20T07:53:03.072065+00:00,192.168.219.2,218.132.65.172,3136,1433,ICMP,ALLOW,9632,,,0
2025-11-20T07:53:12.659065+00:00,172.16.203.9,55.38.161.222,36050,3306,TCP,ALLOW,4572,,,0
2025-11-20T07:53:22.837065+00:00,172.16.73.31,158.167.149.23,50116,53,ICMP,ALLOW,8038,,,0
2025-11-20T07:53:22.626065+00:00,172.16.8.108,222.191.22.129,64728,3389,TCP,ALLOW,4503,,,0
2025-11-20T07:53:23.234065+00:00,172.16.134.170,149.170.137.28,40603,4299,TCP,ALLOW,9422,,,0
2025-11-20T07:53:32.977065+00:00,192.168.252.221,140.60.221.197,63024,1433,ICMP,ALLOW,1995,,,0
2025-11-20T07:53:42.421065+00:00,192.168.46.75,159.58.36.71,5741,8080,UDP,ALLOW,4811,,,0
2025-11-20T07:53:42.336065+00:00,192.168.226.74,162.130.165.234,61743,8080,UDP,ALLOW,4585,,,0
2025-11-20T07:53:52.415065+00:00,202.24.74.122,1.35.58.53,64412,80,UDP,DENY,714,,,0
2025-11-20T07:53:52.824065+00:00,10.215.16,120.174.24.235,54447,3306,TCP,ALLOW,874,,,0
2025-11-20T07:54:02.456065+00:00,10.230.71,127.54.227.74,35776,53,ICMP,ALLOW,872,,,0
2025-11-20T07:54:03.148065+00:00,20.115.101.168,88.177.243.184,13313,22,TCP,DENY,6232,,,0
2025-11-20T07:54:12.479065+00:00,84.6.242.159,142.218.65.12,62586,7511,UDP,ALLOW,7702,,,0
2025-11-20T07:54:12.645065+00:00,47.104.195.44,163.161.151.9,5113,8080,ICMP,ALLOW,8297,,,0
2025-11-20T07:54:22.583065+00:00,192.168.70.247,41.169.43.241,8245,3389,UDP,ALLOW,6360,,,0
2025-11-20T07:54:22.614065+00:00,172.16.163.147,164.29.221.252,31362,3306,TCP,ALLOW,3169,,,0
2025-11-20T07:54:22.435065+00:00,210.102.45.148,10.72.129.209,43668,6376,TCP,ALLOW,5076,,,0
2025-11-20T07:54:33.220065+00:00,172.16.93.39,124.161.32.201,41793,37344,TCP,ALLOW,2208,,,0
2025-11-20T07:54:33.057065+00:00,227.231.130.243,60.165.13.85,48589,3306,UDP,ALLOW,5565,,,0
2025-11-20T07:54:42.601065+00:00,172.16.239.46,131.196.54.220,47836,80,ICMP,ALLOW,11418,,,0
2025-11-20T07:54:43.068065+00:00,172.16.21.138,182.105.145.214,32800,8080,TCP,DENY,238,,,0
2025-11-20T07:54:43.006065+00:00,10.220.22,47.224.133.40,24338,8080,ICMP,ALLOW,7602,,,0
2025-11-20T07:54:53.043065+00:00,117.197.243.250,102.9.4.228,60986,24610,ICMP,ALLOW,697,,,0
2025-11-20T07:55:02.507065+00:00,172.16.217.5,171.209.189.194,9320,61614,ICMP,ALLOW,3423,,,0
2025-11-20T07:55:02.728065+00:00,10.225.247,39.73.205.11,6107,443,TCP,ALLOW,7669,,,0
2025-11-20T07:55:03.205065+00:00,168.71.138.58,144.242.165.238,62384,443,ICMP,DENY,10665,,,0
2025-11-20T07:55:12.579065+00:00,192.168.246.12,81.95.74.14,48885,22,ICMP,ALLOW,9834,,,0
2025-11-20T07:55:22.591065+00:00,10.96.30,188.213.21.216,56155,22,UDP,ALLOW,5027,,,0
2025-11-20T07:55:23.089065+00:00,172.16.238.240,95.70.239.91,10550,25352,TCP,ALLOW,7864,,,0
2025-11-20T07:55:22.834065+00:00,192.168.44.43,195.45.161.180,55779,2425,UDP,ALLOW,10282,,,0
2025-11-20T07:55:32.385065+00:00,192.168.208.76,191.19.181.2,21684,22,UDP,ALLOW,8130,,,0
2025-11-20T07:55:43.161065+00:00,82.60.83.39,93.195.115.112,65480,80,TCP,ALLOW,6972,,,0
2025-11-20T07:55:52.530065+00:00,218.252.231.245,117.45.201.208,8907,3389,TCP,ALLOW,8062,,,0
